"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000115732","ENSMUSG00000115732","Gm9302","predicted gene 9302 [Source:MGI Symbol;Acc:MGI:3644401]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113003","ENSMUSG00000113003","Gm47138","predicted gene, 47138 [Source:MGI Symbol;Acc:MGI:6095896]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116123","ENSMUSG00000116123","Gm49451","predicted gene, 49451 [Source:MGI Symbol;Acc:MGI:6155103]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104186","ENSMUSG00000104186","Gm37819","predicted gene, 37819 [Source:MGI Symbol;Acc:MGI:5611047]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115236","ENSMUSG00000115236","Vmn1r11","vomeronasal 1 receptor 11 [Source:MGI Symbol;Acc:MGI:2148524]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051727","ENSMUSG00000051727","Kctd14","potassium channel tetramerisation domain containing 14 [Source:MGI Symbol;Acc:MGI:1289222]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116353","ENSMUSG00000116353","Gm49469","predicted gene, 49469 [Source:MGI Symbol;Acc:MGI:6155132]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084246","ENSMUSG00000084246","Gm15162","predicted gene 15162 [Source:MGI Symbol;Acc:MGI:3705425]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034112","ENSMUSG00000034112","Atp2c2","ATPase, Ca++ transporting, type 2C, member 2 [Source:MGI Symbol;Acc:MGI:1916297]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001657","ENSMUSG00000001657","Hoxc8","homeobox C8 [Source:MGI Symbol;Acc:MGI:96198]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112613","ENSMUSG00000112613","Gm48175","predicted gene, 48175 [Source:MGI Symbol;Acc:MGI:6097551]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096400","ENSMUSG00000096400","Gm6098","predicted gene 6098 [Source:MGI Symbol;Acc:MGI:3779552]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030304","ENSMUSG00000030304","Ergic2","ERGIC and golgi 2 [Source:MGI Symbol;Acc:MGI:1914706]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049751","ENSMUSG00000049751","Rpl36al","ribosomal protein L36A-like [Source:MGI Symbol;Acc:MGI:1913733]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038503","ENSMUSG00000038503","Mesd","mesoderm development LRP chaperone [Source:MGI Symbol;Acc:MGI:1891421]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033808","ENSMUSG00000033808","Tmem87a","transmembrane protein 87A [Source:MGI Symbol;Acc:MGI:2441844]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089940","ENSMUSG00000089940","Gm4117","predicted gene 4117 [Source:MGI Symbol;Acc:MGI:3782293]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028788","ENSMUSG00000028788","Ptp4a2","protein tyrosine phosphatase 4a2 [Source:MGI Symbol;Acc:MGI:1277117]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041134","ENSMUSG00000041134","Cyyr1","cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009207","ENSMUSG00000009207","Lnpk","lunapark, ER junction formation factor [Source:MGI Symbol;Acc:MGI:1918115]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040693","ENSMUSG00000040693","Slco4c1","solute carrier organic anion transporter family, member 4C1 [Source:MGI Symbol;Acc:MGI:2442784]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030201","ENSMUSG00000030201","Lrp6","low density lipoprotein receptor-related protein 6 [Source:MGI Symbol;Acc:MGI:1298218]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019851","ENSMUSG00000019851","Perp","PERP, TP53 apoptosis effector [Source:MGI Symbol;Acc:MGI:1929938]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036676","ENSMUSG00000036676","Tmtc3","transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007279","ENSMUSG00000007279","Scube2","signal peptide, CUB domain, EGF-like 2 [Source:MGI Symbol;Acc:MGI:1928765]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060639","ENSMUSG00000060639","H4c9","H4 clustered histone 9 [Source:MGI Symbol;Acc:MGI:2448432]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043207","ENSMUSG00000043207","Zmpste24","zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084941","ENSMUSG00000084941","Gm11944","predicted gene 11944 [Source:MGI Symbol;Acc:MGI:3702312]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081768","ENSMUSG00000081768","Gm12755","predicted gene 12755 [Source:MGI Symbol;Acc:MGI:3649708]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004317","ENSMUSG00000004317","Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085453","ENSMUSG00000085453","Gm12018","predicted gene 12018 [Source:MGI Symbol;Acc:MGI:3651187]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049536","ENSMUSG00000049536","Tceal1","transcription elongation factor A (SII)-like 1 [Source:MGI Symbol;Acc:MGI:2385317]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032036","ENSMUSG00000032036","Kirrel3","kirre like nephrin family adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1914953]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019647","ENSMUSG00000019647","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053856","ENSMUSG00000053856","Dnajc5g","DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:MGI Symbol;Acc:MGI:3045263]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054263","ENSMUSG00000054263","Lifr","LIF receptor alpha [Source:MGI Symbol;Acc:MGI:96788]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024072","ENSMUSG00000024072","Yipf4","Yip1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:1915114]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040407","ENSMUSG00000040407","Akap9","A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078808","ENSMUSG00000078808","Vmn1r58","vomeronasal 1 receptor 58 [Source:MGI Symbol;Acc:MGI:3033473]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110519","ENSMUSG00000110519","Or7g23","olfactory receptor family 7 subfamily G member 23 [Source:MGI Symbol;Acc:MGI:3030673]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091594","ENSMUSG00000091594","Gm17067","predicted gene 17067 [Source:MGI Symbol;Acc:MGI:4937894]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042043","ENSMUSG00000042043","Tbca","tubulin cofactor A [Source:MGI Symbol;Acc:MGI:107549]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038388","ENSMUSG00000038388","Pals2","protein associated with LIN7 2, MAGUK family member [Source:MGI Symbol;Acc:MGI:1927340]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000094672","ENSMUSG00000094672","Vmn2r25","vomeronasal 2, receptor 25 [Source:MGI Symbol;Acc:MGI:3644645]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117238","ENSMUSG00000117238","ENSMUSG00000117238","novel transcript","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033633","ENSMUSG00000033633","Clec18a","C-type lectin domain family 18, member A [Source:MGI Symbol;Acc:MGI:2672935]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048216","ENSMUSG00000048216","Gpr85","G protein-coupled receptor 85 [Source:MGI Symbol;Acc:MGI:1927851]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049013","ENSMUSG00000049013","Prss48","protease, serine 48 [Source:MGI Symbol;Acc:MGI:2685865]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064748","ENSMUSG00000064748","n-R5s28","nuclear encoded rRNA 5S 28 [Source:MGI Symbol;Acc:MGI:4421873]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032356","ENSMUSG00000032356","Rasgrf1","RAS protein-specific guanine nucleotide-releasing factor 1 [Source:MGI Symbol;Acc:MGI:99694]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117050","ENSMUSG00000117050","1700023B13Rik","RIKEN cDNA 1700023B13 gene [Source:MGI Symbol;Acc:MGI:1920529]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119837","ENSMUSG00000119837","n-R5s71","nuclear encoded rRNA 5S 71 [Source:MGI Symbol;Acc:MGI:4421916]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022747","ENSMUSG00000022747","St3gal6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000059762","ENSMUSG00000059762","Or6c8","olfactory receptor family 6 subfamily C member 8 [Source:MGI Symbol;Acc:MGI:3030601]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049217","ENSMUSG00000049217","Or6c3","olfactory receptor family 6 subfamily C member 3 [Source:MGI Symbol;Acc:MGI:3030622]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038070","ENSMUSG00000038070","Cntln","centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101210","ENSMUSG00000101210","Gm28720","predicted gene 28720 [Source:MGI Symbol;Acc:MGI:5579426]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029299","ENSMUSG00000029299","Abcg3","ATP binding cassette subfamily G member 3 [Source:MGI Symbol;Acc:MGI:1351624]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034457","ENSMUSG00000034457","Eda2r","ectodysplasin A2 receptor [Source:MGI Symbol;Acc:MGI:2442860]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033972","ENSMUSG00000033972","Zfp944","zinc finger protein 944 [Source:MGI Symbol;Acc:MGI:2442394]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034607","ENSMUSG00000034607","Pof1b","premature ovarian failure 1B [Source:MGI Symbol;Acc:MGI:1916943]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117148","ENSMUSG00000117148","Vmn1r229","vomeronasal 1 receptor 229 [Source:MGI Symbol;Acc:MGI:2159615]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070883","ENSMUSG00000070883","Ccdc173","coiled-coil domain containing 173 [Source:MGI Symbol;Acc:MGI:1923100]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063253","ENSMUSG00000063253","Scoc","short coiled-coil protein [Source:MGI Symbol;Acc:MGI:1927654]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031534","ENSMUSG00000031534","Smim19","small integral membrane protein 19 [Source:MGI Symbol;Acc:MGI:2142501]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072423","ENSMUSG00000072423","Psmb11","proteasome (prosome, macropain) subunit, beta type, 11 [Source:MGI Symbol;Acc:MGI:1921152]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079584","ENSMUSG00000079584","Tm9sf5","transmembrane 9 superfamily member 5 [Source:MGI Symbol;Acc:MGI:2685210]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108100","ENSMUSG00000108100","Gm5876","predicted gene 5876 [Source:MGI Symbol;Acc:MGI:3647377]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028883","ENSMUSG00000028883","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015243","ENSMUSG00000015243","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1 [Source:MGI Symbol;Acc:MGI:99607]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115267","ENSMUSG00000115267","Vmn1r76","vomeronasal 1 receptor 76 [Source:MGI Symbol;Acc:MGI:2159643]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020059","ENSMUSG00000020059","Sycp3","synaptonemal complex protein 3 [Source:MGI Symbol;Acc:MGI:109542]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082765","ENSMUSG00000082765","Gm14411","predicted gene 14411 [Source:MGI Symbol;Acc:MGI:3649821]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107633","ENSMUSG00000107633","Gm44078","predicted gene, 44078 [Source:MGI Symbol;Acc:MGI:5690470]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035305","ENSMUSG00000035305","Ror1","receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097616","ENSMUSG00000097616","1110019D14Rik","RIKEN cDNA 1110019D14 gene [Source:MGI Symbol;Acc:MGI:1923561]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022016","ENSMUSG00000022016","Akap11","A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032262","ENSMUSG00000032262","Elovl4","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 [Source:MGI Symbol;Acc:MGI:1933331]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000075602","ENSMUSG00000075602","Ly6a","lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046318","ENSMUSG00000046318","Ccbe1","collagen and calcium binding EGF domains 1 [Source:MGI Symbol;Acc:MGI:2445053]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105553","ENSMUSG00000105553","Gm42514","predicted gene 42514 [Source:MGI Symbol;Acc:MGI:5662651]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090619","ENSMUSG00000090619","Vmn2r60","vomeronasal 2, receptor 60 [Source:MGI Symbol;Acc:MGI:3647050]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078291","ENSMUSG00000078291","Gm3940","predicted gene 3940 [Source:MGI Symbol;Acc:MGI:3782114]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036030","ENSMUSG00000036030","Prtg","protogenin [Source:MGI Symbol;Acc:MGI:2444710]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038280","ENSMUSG00000038280","Ostm1","osteopetrosis associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:2655574]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109687","ENSMUSG00000109687","Hspd1-ps2","heat shock protein 1 (chaperonin), pseudogene 2 [Source:MGI Symbol;Acc:MGI:3647040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028289","ENSMUSG00000028289","Epha7","Eph receptor A7 [Source:MGI Symbol;Acc:MGI:95276]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115027","ENSMUSG00000115027","Vmn1r81","vomeronasal 1 receptor 81 [Source:MGI Symbol;Acc:MGI:2159648]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001467","ENSMUSG00000001467","Cyp51","cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063531","ENSMUSG00000063531","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035151","ENSMUSG00000035151","Elmod2","ELMO/CED-12 domain containing 2 [Source:MGI Symbol;Acc:MGI:2445165]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034799","ENSMUSG00000034799","Unc13a","unc-13 homolog A [Source:MGI Symbol;Acc:MGI:3051532]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024597","ENSMUSG00000024597","Slc12a2","solute carrier family 12, member 2 [Source:MGI Symbol;Acc:MGI:101924]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045731","ENSMUSG00000045731","Pnoc","prepronociceptin [Source:MGI Symbol;Acc:MGI:105308]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031294","ENSMUSG00000031294","D630029K05Rik","RIKEN cDNA D630029K05 gene [Source:MGI Symbol;Acc:MGI:2143561]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114744","ENSMUSG00000114744","Gm38409","predicted gene, 38409 [Source:MGI Symbol;Acc:MGI:5621294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112832","ENSMUSG00000112832","4930484H19Rik","RIKEN cDNA 4930484H19 gene [Source:MGI Symbol;Acc:MGI:1923063]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091962","ENSMUSG00000091962","Vmn2r78","vomeronasal 2, receptor 78 [Source:MGI Symbol;Acc:MGI:3761335]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106491","ENSMUSG00000106491","Gm42446","predicted gene 42446 [Source:MGI Symbol;Acc:MGI:5662583]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111473","ENSMUSG00000111473","LOC102637012","immunoglobulin superfamily member 22-like [Source:MGI Symbol;Acc:MGI:5593086]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085500","ENSMUSG00000085500","Gm16976","predicted gene, 16976 [Source:MGI Symbol;Acc:MGI:4439900]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106145","ENSMUSG00000106145","Mir7073","microRNA 7073 [Source:MGI Symbol;Acc:MGI:5562782]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110520","ENSMUSG00000110520","Gm45776","predicted gene 45776 [Source:MGI Symbol;Acc:MGI:5804891]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050097","ENSMUSG00000050097","Ces2b","carboxyesterase 2B [Source:MGI Symbol;Acc:MGI:2448547]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105526","ENSMUSG00000105526","Gm43490","predicted gene 43490 [Source:MGI Symbol;Acc:MGI:5663627]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111564","ENSMUSG00000111564","Stmn1-rs1","stathmin 1, related sequence 1 [Source:MGI Symbol;Acc:MGI:96740]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084205","ENSMUSG00000084205","Gm8061","predicted gene 8061 [Source:MGI Symbol;Acc:MGI:3646568]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107584","ENSMUSG00000107584","Gm18716","predicted gene, 18716 [Source:MGI Symbol;Acc:MGI:5010901]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100174","ENSMUSG00000100174","Gm28719","predicted gene 28719 [Source:MGI Symbol;Acc:MGI:5579425]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089498","ENSMUSG00000089498","Gm26359","predicted gene, 26359 [Source:MGI Symbol;Acc:MGI:5456136]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055430","ENSMUSG00000055430","Nap1l5","nucleosome assembly protein 1-like 5 [Source:MGI Symbol;Acc:MGI:1923555]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108378","ENSMUSG00000108378","Gm44641","predicted gene 44641 [Source:MGI Symbol;Acc:MGI:5753217]","ARRAYEXPRESS,ENSG"
"ENSMUSG00002076373","ENSMUSG00002076373","Gm55485","predicted gene, 55485 [Source:MGI Symbol;Acc:MGI:6847440]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113053","ENSMUSG00000113053","Gm18262","predicted gene, 18262 [Source:MGI Symbol;Acc:MGI:5010447]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085125","ENSMUSG00000085125","Gm16070","predicted gene 16070 [Source:MGI Symbol;Acc:MGI:3801761]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085917","ENSMUSG00000085917","Gm15899","predicted gene 15899 [Source:MGI Symbol;Acc:MGI:3801945]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061829","ENSMUSG00000061829","Vmn1r214","vomeronasal 1 receptor 214 [Source:MGI Symbol;Acc:MGI:2159663]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100490","ENSMUSG00000100490","Gm28455","predicted gene 28455 [Source:MGI Symbol;Acc:MGI:5579161]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049420","ENSMUSG00000049420","Tmem200a","transmembrane protein 200A [Source:MGI Symbol;Acc:MGI:1924470]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081194","ENSMUSG00000081194","Gm8424","predicted gene 8424 [Source:MGI Symbol;Acc:MGI:3646584]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113264","ENSMUSG00000113264","Gm19095","predicted gene, 19095 [Source:MGI Symbol;Acc:MGI:5011280]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108211","ENSMUSG00000108211","Gm44130","predicted gene, 44130 [Source:MGI Symbol;Acc:MGI:5690522]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102850","ENSMUSG00000102850","Gm37082","predicted gene, 37082 [Source:MGI Symbol;Acc:MGI:5610310]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115787","ENSMUSG00000115787","Gm36146","predicted gene, 36146 [Source:MGI Symbol;Acc:MGI:5595305]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000073962","ENSMUSG00000073962","Or51a7","olfactory receptor family 51 subfamily A member 7 [Source:MGI Symbol;Acc:MGI:3030410]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108957","ENSMUSG00000108957","Gm45235","predicted gene 45235 [Source:MGI Symbol;Acc:MGI:5753811]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113270","ENSMUSG00000113270","Gm48235","predicted gene, 48235 [Source:MGI Symbol;Acc:MGI:6097643]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000094063","ENSMUSG00000094063","Or51q1c","olfactory receptor family 51 subfamily Q member 1C [Source:MGI Symbol;Acc:MGI:3030472]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031722","ENSMUSG00000031722","Hp","haptoglobin [Source:MGI Symbol;Acc:MGI:96211]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109445","ENSMUSG00000109445","4930560O18Rik","RIKEN cDNA 4930560O18 gene [Source:MGI Symbol;Acc:MGI:1923088]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070421","ENSMUSG00000070421","Or52n4","olfactory receptor family 52 subfamily N member 4 [Source:MGI Symbol;Acc:MGI:3030492]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000073430","ENSMUSG00000073430","Gm10505","predicted gene 10505 [Source:MGI Symbol;Acc:MGI:3642687]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109157","ENSMUSG00000109157","Gm44829","predicted gene 44829 [Source:MGI Symbol;Acc:MGI:5753405]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119353","ENSMUSG00000119353","Gm23144","predicted gene, 23144 [Source:MGI Symbol;Acc:MGI:5452921]","ARRAYEXPRESS,ENSG"
"ENSMUSG00002074982","ENSMUSG00002074982","Gm55831","predicted gene, 55831 [Source:MGI Symbol;Acc:MGI:6848128]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113020","ENSMUSG00000113020","Gm48063","predicted gene, 48063 [Source:MGI Symbol;Acc:MGI:6097389]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096773","ENSMUSG00000096773","Or52e8b","olfactory receptor family 52 subfamily E member 8B [Source:MGI Symbol;Acc:MGI:3030509]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107048","ENSMUSG00000107048","Gm43807","predicted gene 43807 [Source:MGI Symbol;Acc:MGI:5663944]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053347","ENSMUSG00000053347","Zfp943","zinc finger prtoein 943 [Source:MGI Symbol;Acc:MGI:1921920]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081840","ENSMUSG00000081840","Gm15220","predicted gene 15220 [Source:MGI Symbol;Acc:MGI:3705356]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037490","ENSMUSG00000037490","Slc2a12","solute carrier family 2 (facilitated glucose transporter), member 12 [Source:MGI Symbol;Acc:MGI:3052471]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105864","ENSMUSG00000105864","Gm10484","predicted gene 10484 [Source:MGI Symbol;Acc:MGI:3642756]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100376","ENSMUSG00000100376","Gm28060","predicted gene 28060 [Source:MGI Symbol;Acc:MGI:5578766]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000682","ENSMUSG00000000682","Cd52","CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105996","ENSMUSG00000105996","Gm43219","predicted gene 43219 [Source:MGI Symbol;Acc:MGI:5663356]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113769","ENSMUSG00000113769","5033406O09Rik","RIKEN cDNA 5033406O09 gene [Source:MGI Symbol;Acc:MGI:1923205]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098330","ENSMUSG00000098330","Gtpbp4-ps1","GTP binding protein 4, pseudogene 1 [Source:MGI Symbol;Acc:MGI:5521100]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098433","ENSMUSG00000098433","Mir6391","microRNA 6391 [Source:MGI Symbol;Acc:MGI:5531296]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000099094","ENSMUSG00000099094","Gm19569","predicted gene, 19569 [Source:MGI Symbol;Acc:MGI:5011754]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104066","ENSMUSG00000104066","Gm37955","predicted gene, 37955 [Source:MGI Symbol;Acc:MGI:5611183]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081256","ENSMUSG00000081256","Gm15791","predicted gene 15791 [Source:MGI Symbol;Acc:MGI:3783233]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106374","ENSMUSG00000106374","Gm27680","predicted gene, 27680 [Source:MGI Symbol;Acc:MGI:5531062]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090387","ENSMUSG00000090387","Gm17056","predicted gene 17056 [Source:MGI Symbol;Acc:MGI:4937883]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036446","ENSMUSG00000036446","Lum","lumican [Source:MGI Symbol;Acc:MGI:109347]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114713","ENSMUSG00000114713","Gm9633","predicted gene 9633 [Source:MGI Symbol;Acc:MGI:3780040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091553","ENSMUSG00000091553","Serpina3e-ps","serine (or cysteine) peptidase inhibitor, clade A, member 3E, pseudogene [Source:MGI Symbol;Acc:MGI:2182837]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098040","ENSMUSG00000098040","Gm20757","predicted gene, 20757 [Source:MGI Symbol;Acc:MGI:5434113]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046500","ENSMUSG00000046500","Tafa4","TAFA chemokine like family member 4 [Source:MGI Symbol;Acc:MGI:2444563]","ARRAYEXPRESS,ENSG"
